"125","-25.11",7
"201","-4.67",2
"118","-11.56",4
"189","-21.22",1
"61","-3.22",6
"81","-7.44",3
"114","-13",4
"116","-13.44",7
"65","-21.89",7
"111","2.89",6
"236","-11.11",2
"189","-11.33",1
"232","-10.44",2
"107","-13.67",7
"94","-13.67",4
"67","-1.33",6
"145","0",4
"98","-4.44",3
"204","-18.33",1
"90","-18.56",4
"172","-12.11",1
"129","-1.56",3
"139","-17",7
"122","-17.78",3
"32","-15.78",7
"209","-6.56",2
"28","-26.89",7
"90","-6.78",3
"180","-21.56",1
"146","1.67",6
"51","-28",5
"22","-16.56",5
"190","-14.11",1
"200","-19.11",1
"89","-0.56",6
"163","-16.33",1
"159","-15.89",1
"104","0.11",6
"161","-15.33",1
"140","-0.56",4
"207","-7.78",2
"165","-6.89",2
"36","-8.22",4
"183","-15.44",1
"92","-11.22",4
"189","-7.44",1
"11","-19.67",5
"169","-6.44",2
"162","-5.11",7
"92","-46.33",5
"136","-4.22",4
"50","-38.33",5
"71","-2.67",6
"167","-5.11",2
"245","-9.33",2
"120","-11.67",7
"62","-27.22",5
"58","-47.44",5
"123","-10.89",7
"29","-28.44",5
"136","-16.56",3
"12","-35.67",5
"163","-16.33",1
"87","-13.44",4
"27","-17.89",5
"88","-12.33",4
"246","-14.33",2
"48","-30.44",5
"163","-16.56",1
"141","-11.56",4
"31","-33.89",5
"131","-1.56",3
"93","0",4
"132","5.11",6
"96","-3.11",7
"192","-18.33",1
"91","-4.33",4
"186","-8.22",2
"104","-16.56",7
"197","-9.22",2
"90","-5.78",4
"125","-4.11",3
"116","2.44",6
"121","-11.11",7
"161","-9.89",2
"87","-14.67",3
"249","-8.89",2
"176","-9.56",2
"95","-0.22",6
"99","-5.78",3
"90","-6.33",3
"19","-37.89",5
"249","-1.67",2
"112","-20.78",7
"104","1.56",6
"145","-1.56",3
"117","0",3
"58","-38.11",5
"180","-12.56",2
"91","-8.11",3
"66","-4.78",7
"101","-18.11",7
"154","-8.44",4
"158","-3.78",7
"92","-8.56",4
"113","4.56",6
"17","-12.78",7
"194","-19.44",1
"42","-30.11",5
"141","-2.33",4
"192","-16.22",1
"184","-13.11",1
"173","-12.11",1
"92","0.22",6
"78","-1.78",6
"207","-19.11",1
"194","-12.56",1
"89","-23.78",7
"185","-12",1
"63","-6.11",6
"83","-11.56",7
"85","-13.11",4
"102","0.22",6
"113","-22",4
"215","-9.56",2
"185","-19.11",1
"153","0",4
"73","0.44",6
"55","-38",5
"114","4.78",6
"67","-41.89",5
"182","-18.22",1
"161","-18.11",1
"44","-25.67",7
"115","-22.78",3
"205","-16.11",1
"243","-10.33",2
"76","-46.56",5
"105","-21.22",3
"39","-6.56",4
"54","-23",5
"116","-12.22",4
"223","-3.78",2
"200","-14.33",1
"158","-4.33",7
"49","-31.22",5
"187","-14.44",1
"143","-22.11",7
"74","-2.22",6
"76","-3.44",7
"193","-21",1
"153","-20",7
"66","-22.67",3
"118","-10.67",7
"181","-8.22",2
"125","-4",3
"154","-14.44",7
"53","-19.67",5
"113","-25.33",5
"107","-4.67",3
"139","-6",4
"92","-0.89",6
"101","4.22",6
"91","-37",5
"62","-28.67",5
"120","-4.78",3
"73","-42.44",3
"96","-13.11",4
"154","-0.56",4
"73","-14.22",7
"190","-19",1
"157","-14.78",7
"12","-7.11",4
"68","-39.44",5
"146","-7.78",7
"62","-22.78",7
"143","4.11",6
"66","-1.67",7
"66","-4.22",6
"77","-24",7
"111","-11.33",7
"244","-9.78",2
"96","-2.89",6
"162","-18.22",1
"85","2.78",6
"68","-21.22",7
"185","-10",1
"76","-15.22",3
"201","-14.22",1
"176","-13.56",1
"122","-10.33",7
"90","-6.22",4
"19","-39.78",5
"13","-36.33",5
"112","-12.89",4
"191","-9.22",2
"41","-0.44",4
"70","-14.78",3
"96","-9.33",3
"160","-20.33",1
"54","-37.22",5
"193","-23.22",1
"73","-1.89",7
"57","-18.78",7
"220","-4.89",2
"148","-2",4
"140","-3.78",4
"128","4",6
"31","-8.78",4
"96","-22.44",7
"79","-8.78",7
"42","-7.78",6
"94","-21",7
"191","-6",2
"80","-1.44",6
"103","-6.11",3
"144","0",4
"72","-23",7
"137","-0.78",3
"33","-34",5
"103","-1.89",6
"58","-35.44",5
"134","-22.78",7
"194","-21.11",1
"242","-14.56",2
"245","-0.56",2
"25","-43.44",5
"161","-11.78",2
"162","-18",1
"183","-8.11",2
"184","-14.11",1
"35","-15.78",5
"201","-13.44",2
"79","-10.89",4
"102","-17.33",7
"33","-41.44",5
"104","-39.89",5
"191","-22.78",1
"120","-2.78",3
"72","-42.67",5
"87","-26",3
"115","4.67",6
"200","-20.44",1
"114","2",6
"245","-12.67",2
"175","-12",1
"99","-9.11",3
"197","-17",1
"111","-17.44",7
"56","-7.56",6
"123","-2.11",3
"175","-8.78",2
"52","-30.67",5
"209","-6.22",2
"58","-31.33",5
"68","-30.33",5
"190","-14.67",1
"196","-9.78",2
"13","-28.44",5
"191","-6",2
"190","-18.56",1
"122","4.44",6
"138","-4.22",3
"45","-41.44",5
"108","4",6
"169","-15.22",2
"82","-40.89",5
"198","-10.11",2
"134","-5.56",4
"211","-5.78",2
"193","-11.44",1
"61","-8.67",4
"184","-5.67",2
"84","-13.78",4
"104","-16.22",7
"155","-6.22",4
"49","-35.33",5
"100","-9.89",3
"169","-11.44",2
"102","-20.11",7
"27","-16.56",5
"95","-2.56",4
"111","-12.56",4
"154","-18.44",7
"196","-16.89",1
"71","-18.89",3
"199","-5",2
"60","-6.22",6
"11","-19.67",5
"130","-1.56",4
"43","-29.44",7
"137","-3",4
"112","2.33",6
"139","-6.22",3
"109","-39.11",5
"15","-19.22",5
"86","-38.67",5
"14","-41.22",5
"170","-13.33",2
"118","-0.11",3
"119","-6.78",3
"120","-9.44",7
"67","-28.22",5
"31","-16.89",5
"62","-6.89",4
"136","-3",3
"31","-29.11",5
"185","-17",1
"111","-19.33",7
"119","-0.78",6
"116","-5.56",3
"111","3.56",6
"11","-19.33",5
"208","-10.22",2
"135","-0.67",3
"117","-3.33",3
"201","-17.44",1
"75","-24.78",3
"187","-6.22",2
"216","-5.89",2
"233","-5.78",2
"123","4.44",6
"66","-3.22",7
"46","-40.89",5
"45","-31.22",5
"240","-12.44",2
"249","-3.44",2
"40","-44.11",5
"191","-20.67",1
"44","-39",5
"79","-10.22",7
"135","5.22",6
"62","-1.89",6
"188","-18.44",1
"176","-19.44",1
"65","-20.89",7
"17","-24.22",7
"101","-18.11",7
"67","-2.56",6
"187","-17.33",1
"135","-3.22",4
"142","5.89",6
"135","-6.67",4
"89","-3.11",4
"235","-7.22",2
"134","-11.89",3
"187","-20.11",1
"90","-6.78",3
"141","-14.33",3
"176","-20.89",1
"64","-14.33",7
"205","-18.89",1
"200","-18",1
"57","-31",5
"188","-14.89",1
"199","-21.22",1
"198","-19.89",1
"95","-7.11",3
"194","-18.22",1
"84","-4.67",7
"36","-41.11",5
"91","-8.11",3
"125","-7.11",3
"115","-10.56",4
"127","-8.22",7
"114","4",6
"42","-21.56",5
"165","-15.11",1
"51","-2.44",6
"60","-4",6
"180","-7.44",2
"139","-1.44",4
"66","-43.33",5
"235","-11.56",2
"51","-33.56",5
"107","-28.67",3
"38","-13",4
"210","-16.56",1
"190","-14.11",1
"28","-26.89",7
"115","-11.89",7
"80","-12.56",3
"201","-13.89",2
"124","4",6
"80","-8.22",7
"133","-5.11",4
"83","-48.22",5
"108","-10.67",3
"137","-0.67",3
"173","-8.33",2
"162","-14.89",2
"185","-20.78",1
"211","-13.22",2
"186","-14",1
"124","4.22",6
"189","-8.56",1
"65","-12.11",7
"47","-41.67",5
"116","-12.22",7
"170","-16",2
"13","-17.78",5
"108","-24.11",3
"152","0",4
"219","-4.44",2
"96","-24.44",5
"85","-43",5
"197","-5.67",2
"130","-3.78",3
"162","-19.33",1
"152","-2.78",4
"54","-20.33",5
"14","-38.33",5
"85","2.78",6
"74","-38.22",5
"142","-3.33",4
"68","-8.89",6
"183","-18.22",1
"152","-1.33",4
"128","-19.11",3
"58","-8.56",4
"23","-37.67",5
"40","-29.89",5
"43","-28.78",5
"224","-10.33",2
"106","-3.11",6
"211","-7.78",2
"127","-16.44",3
"124","-3.11",3
"81","-42.11",5
"176","-14.56",1
"87","-5.11",3
"120","-3.67",3
"31","-18.11",5
"92","-3.33",6
"112","-8.11",3
"189","-19.44",1
"109","-17.11",7
"42","-24.67",7
"241","-10.33",2
"40","-0.11",4
"114","5.33",6
"75","-7.89",6
"143","0",4
"42","-19.89",5
"66","-22",5
"162","-16.89",1
"111","3.44",6
"117","-16.44",7
"102","-23.11",7
"67","-1.33",6
"120","-3",3
"173","-19.89",1
"189","-21.89",1
"136","-4.67",4
"89","-6.56",3
"140","-15.33",7
"136","0",3
"137","-1.22",4
"181","-10.44",1
"100","-16.78",7
"136","-5.89",7
"126","-7.22",3
"138","-2.33",4
"58","-2.78",6
"132","-3.89",3
"82","-13",7
"152","0",4
"152","0",4
"90","-22.56",7
"183","-15.56",1
"135","-0.44",4
"193","-18.78",1
"64","-1.44",6
"36","-39.78",5
"215","-5.44",2
"106","-10.11",4
"131","4.44",6
"147","-3.78",3
"185","-11.56",1
"88","-27.11",5
"16","-17.22",5
"175","-8.78",2
"199","-10.22",2
"34","-16.78",5
"129","-14.33",7
"62","-7",4
"117","2.33",6
"126","-7.89",7
"18","-27.89",7
"142","-0.33",4
"145","-4.22",3
"75","-22.67",3
"138","-5.22",4
"97","-12.78",4
"201","-19.78",1
"113","7.22",6
"250","-8",2
"122","-5.11",3
"181","-11.67",1
"41","-19.44",5
"93","-9",3
"182","-9.89",1
"112","3.56",6
"190","-21",1
"154","0",4
"103","-18.33",7
"182","-8.89",1
"138","-1.11",4
"93","-10.67",3
"192","-15.56",1
"54","-5.44",6
"149","-13.67",2
"122","-1.67",3
"37","-47.44",5
"124","-11.78",7
"65","-31",5
"132","-3.89",3
"24","-29.89",5
"164","-14.11",2
"115","-12.22",4
"58","-47.44",5
"121","-10.78",7
"142","-0.11",3
"114","-18.11",4
"54","-36.22",5
"232","-5.11",2
"96","-8.11",3
"141","-1.11",4
"113","3.22",6
"176","-14",1
"123","-3.44",3
"92","-11.67",3
"183","-15.89",2
"118","3.89",6
"133","-2.22",3
"236","-8.89",2
"188","-21.89",1
"191","-5.22",1
"24","-32.56",5
"182","-8.89",1
"193","-15.56",1
"130","5",6
"123","5.22",6
"190","-18.78",1
"90","-22.78",5
"244","-3.22",2
"251","2.33",2
"35","-23",7
"124","4.67",6
"78","-14.33",7
"145","-0.67",4
"126","4.56",6
"69","-6.67",6
"88","-7.89",3
"91","-11.22",3
"47","-29.22",5
"54","-35.11",5
"46","-35.33",5
"201","-13.56",1
"111","2.89",6
"147","0",4
"32","-33.67",5
"110","-10",4
"42","-11.44",7
"57","-8.44",6
"186","-14",1
"121","-20.33",7
"181","-20.22",1
"98","-45",5
"90","-22.56",7
"48","-25",5
"90","-3.56",6
"182","-6.44",2
"123","5.67",6
"80","-10.11",7
"119","-8.22",4
"128","-20.78",7
"186","-13.22",1
"216","-11",2
"90","-21",7
"200","-5.78",2
"50","-4.11",6
"196","-15.33",1
"144","0",4
"80","-25.33",3
"124","-20.22",7
"91","-20.78",3
"152","0",4
"57","-31.11",7
"86","-1.44",6
"56","-9.33",6
"131","-1.89",4
"199","-8.22",2
"166","-6.44",2
"70","-23",7
"56","-30.33",5
"248","-1.56",2
"41","-43.78",5
"30","-37.44",5
"141","-0.22",4
"99","-43.22",5
"75","-11.78",7
"34","-23.67",7
"233","-14.78",2
"76","-18.89",7
"162","-17.44",1
"64","-46.78",5
"19","-18.67",5
"208","-9.33",2
"135","-2.89",3
"114","-12.56",4
"53","-10.67",7
"197","-21",1
"155","-7.11",4
"186","-9.67",1
"75","-2.33",7
"116","-3.89",4
"85","-19.33",7
"201","-20.33",1
"240","-15.67",2
"128","-8.56",3
"86","-6.11",4
"73","-10.44",3
"80","-18.89",3
"94","-43.22",5
"194","-17.67",1
"197","-11.44",2
"75","-30.56",5
"29","-27.67",5
"131","0",3
"172","-13",1
"124","-14.33",7
"151","-0.33",4
"193","-8.33",2
"135","-18.78",7
"42","-39.78",5
"138","-4.67",4
"87","-16.33",7
"91","-6.56",3
"123","-11.11",7
"20","-39.78",5
"63","-38.11",5
"197","-21",1
"135","-12.44",7
"102","-19.78",3
"64","-20.78",7
"181","-11.56",2
"184","-6.22",2
"133","-4.44",4
"132","-17",7
"201","-11.67",2
"190","-18.78",1
"77","-41.22",5
"138","5.44",6
"192","-21",1
"53","-26.44",5
"192","-15.78",1
"139","-6.22",3
"81","-26.44",3
"118","-2.67",6
"126","-11",7
"119","-10.89",7
"184","-8.78",1
"117","-19",7
"209","-17.33",1
"124","3.67",6
"131","-1.44",4
"43","-39.11",5
"88","-12.67",3
"186","-12.22",1
"29","-40.56",5
"120","-4.33",3
"154","-0.22",4
"140","-1.67",4
"124","3.67",6
"93","-14.33",4
"125","-18",7
"226","-6.22",2
"133","-1.67",4
"186","-13.89",1
"210","-11.11",2
"114","-14.22",4
"17","-28.56",5
"139","4.33",6
"247","-6.33",2
"28","-40.56",5
"243","-10.33",2
"35","-30.33",5
"51","-40.56",5
"101","0.78",6
"93","-14.11",4
"154","-0.89",4
"94","-12.67",4
"236","-8.89",2
"178","-21.56",1
"110","2.89",6
"133","4",6
"81","-23",3
"145","3.11",6
"146","-0.11",3
"195","-14.89",1
"69","-13.78",3
"22","-14.89",5
"65","-19.11",7
"190","-16.67",1
"100","0.78",6
"130","-2.22",4
"188","-11",1
"158","-11.33",7
"141","0",4
"100","-3.33",3
"174","-22.22",1
"116","3.22",6
"224","-14.44",2
"172","-11.22",2
"190","-14.11",1
"176","-10.11",2
"138","-2.33",3
"99","-5.78",3
"110","-13.67",7
"222","-5.44",2
"229","-7.89",2
"34","-11",4
"131","0",4
"202","-21.33",1
"137","-1.22",4
"91","-7.67",3
"133","-1.22",4
"145","0",4
"67","0.11",4
"109","4.33",6
"89","-12",4
"42","-39.78",5
"134","-5",4
"97","-5.89",7
"117","2.67",6
"91","-1.44",6
"203","-19",1
"163","-16.33",1
"119","-14.89",7
"176","-14.33",1
"89","-13.11",7
"75","-22.67",3
"44","-14.78",7
"167","-6.78",2
"20","-33",5
"237","-4.33",2
"57","-19",5
"78","-15.22",7
"86","-11.78",4
"81","-44.89",5
"116","-25.67",7
"122","-17.89",3
"193","-17.33",1
"90","-7.11",4
"113","-32.33",3
"196","-19.78",1
"86","-0.11",6
"74","-0.44",6
"126","3.56",6
"96","-18.11",7
"73","-2.56",6
"125","3.44",6
"156","-19.11",2
"123","-14.78",7
"233","-11.11",2
"214","-5.44",2
"145","-7.67",7
"195","-16.22",1
"137","-20",4
"191","-9.22",2
"111","-3.89",3
"85","-13.89",3
"139","-20.33",7
"16","-44.89",5
"194","-16.89",1
"155","-4",4
"50","-46.11",5
"157","-9.67",2
"50","-23.56",7
"15","-46.89",5
"30","-37.44",5
"46","-27.33",7
"197","-16.22",1
"185","-12.89",1
"67","-31.67",5
"88","-28.11",7
"78","-9.56",7
"141","-5.56",4
"137","-2.89",7
"83","-16.11",3
"64","-25",7
"118","-2.11",3
"20","-33.56",5
"181","-7.56",2
"32","-38.67",5
"95","-0.11",4
"80","-24.56",5
"137","5.78",6
"34","-42.78",5
"138","4.78",6
"133","-14.33",7
"128","-21.78",7
"71","-49.11",5
"53","-12.89",6
"62","-7.89",4
"182","-10",1
"199","-19.67",1
"202","-20.44",1
"89","0",4
"119","-3.33",3
"95","-12.44",3
"125","4.11",6
"90","-7.33",3
"204","-14",2
"115","-5",3
"142","6.33",6
"108","-13.11",7
"137","-4.67",4
"177","-9.89",2
"70","-4.78",6
"89","-11.11",7
"94","-12.78",4
"129","-24.56",7
"130","0",4
"114","-5.22",3
"138","-19.89",3
"15","-27.67",5
"89","-2",6
"83","1.11",6
"56","-30.33",5
"162","-19.89",1
"203","-7.44",2
"203","-7.22",2
"165","-13.33",2
"50","-36.56",5
"127","-1.89",7
"111","4.44",6
"62","-10.78",6
"195","-16.89",1
"99","-43.22",5
"34","-24.11",7
"125","-15.33",7
"138","4.78",6
"147","-1.44",6
"48","-16.22",7
"102","-2.89",6
"20","-10.44",7
"249","-11.89",2
"81","1.44",6
"96","-10.89",3
"19","-32.89",5
"190","-15.22",1
"98","-10.33",3
"186","-13.22",1
"89","-10.78",4
"79","-25.33",3
"187","-20.11",1
"125","-24",7
"134","-3.33",4
"72","-8.89",3
"187","-20.33",1
"139","-11.78",7
"131","0",4
"192","-22.11",1
"62","-6.89",4
"112","-12.22",4
"137","-7.33",3
"223","-9.89",2
"178","-10.78",2
"188","-18.33",1
"144","-0.33",4
"87","-22.56",5
"173","-10.78",2
"121","-25",3
"118","3.22",6
"153","-1.11",4
"49","-37.78",5
"131","0",4
"125","-5.11",7
"143","-1.22",3
"94","-2.89",4
"101","-11.89",7
"193","-8.56",2
"146","-7.78",7
"111","4",6
"59","-3.11",6
"120","-10.89",3
"64","-37.33",5
"126","-15.89",3
"128","5.89",6
"182","-17.56",1
"130","3.78",6
"89","-12",4
"134","-0.11",3
"120","-6.89",3
"140","-13.67",3
"222","-9.89",2
"116","-12.44",4
"77","-16",7
"201","-20.22",1
"186","-9.56",2
"180","-15.33",2
"72","-34",5
"76","-4.67",3
"85","-5.89",3
"131","-2",4
"15","-40.89",5
"218","-9.11",2
"235","-14.33",2
"78","-26.67",3
"192","-3.89",2
"148","-0.11",4
"134","4.11",6
"147","-4",6
"177","-13.33",1
"66","-34.67",5
"110","-7.56",3
"86","-13.67",4
"107","-10.22",3
"130","-5.89",3
"140","4.67",6
"76","-8.89",7
"182","-16.44",1
"41","-33.44",5
"117","1.67",6
"106","-10.78",7
"180","-12",2
"25","-30.67",5
"129","-16.78",7
"70","-14.44",3
"152","-1.11",4
"189","-8.78",1
"15","-27.22",7
"152","-18.67",7
"70","-9.22",7
"121","-6.89",3
"77","-3.11",6
"28","-37.78",5
"187","-18.33",1
"107","-23.67",5
"196","-19.78",1
"120","-9.22",7
"142","4.89",6
"33","-13.44",7
"195","-4.78",2
"185","-11.78",1
"177","-11.44",2
"89","-6.33",4
"157","-13.67",7
"145","-1.56",3
"35","-30.33",5
"162","-9.67",2
"206","-7.56",2
"59","-28.78",5
"103","2.67",6
"160","-20.44",1
"141","-4.33",3
"133","-4.67",7
"154","-19.78",7
"169","-13.44",2
"123","4.33",6
"103","-14.56",7
"127","-1.89",3
"152","-1.22",4
"196","-16.78",1
"39","-32.44",5
"59","-37.44",5
"124","-14.67",7
"105","-13.56",7
"135","-2.33",4
"124","-6.89",3
"93","-13.11",4
"137","-2",3
"188","-9.67",1
"112","-0.44",3
"137","-4.78",4
"138","-9.56",3
"203","-17.56",1
"122","4.11",6
"148","-22.89",7
"92","-2",6
"64","-6.11",4
"89","-12",4
"247","-9.22",2
"92","2.56",6
"171","-14.33",1
"195","-15.78",1
"153","-1.11",4
"30","-30.89",5
"160","-19.11",1
"57","-18.22",5
"98","-3.56",3
"123","3.89",6
"111","4.44",6
"113","-3.89",3
"159","-2.67",7
"120","-4.67",6
"179","-6.11",2
"91","-17.56",3
"113","-13.33",4
"145","-3.22",4
"182","-17.22",1
"181","-12.11",2
"20","-26.22",7
"199","-5",2
"118","3.33",6
"15","-32.78",5
"220","-2.33",2
"121","-16.22",3
"62","-28.56",5
"176","-20.89",1
"182","-11.11",1
"206","-21.56",1
"131","4.78",6
"39","-32.89",5
"102","1.89",6
"249","-9.22",2
"83","-10.56",3
"147","-18",7
"117","-11.44",7
"118","-3.56",6
"156","-10.44",2
"104","-13.67",7
"137","5.78",6
"196","-17.44",1
"134","-3",4
"96","-8.33",3
"133","-21.33",7
"195","-20.78",1
"149","-4",6
"41","-39.33",5
"71","-1.44",7
"21","-35.44",5
"236","-4.89",2
"58","-8.33",4
"73","-43.67",3
"139","4.33",6
"201","-19.78",1
"196","-16.44",1
"174","-20.22",1
"191","-20.56",1
"149","0",4
"134","-5.56",4
"188","-15.11",1
"102","-13.67",7
"114","3.89",6
"200","-17.78",1
"198","-7.56",2
"159","-2.67",7
"183","-12.33",2
"115","-28.67",5
"95","-14.22",3
"54","-36.33",5
"211","-7.89",2
"145","3.11",6
"190","-10.89",1
"188","-9.44",1
"237","-14",2
"55","-5.33",6
"76","-12.33",7
"79","1.56",6
"69","-7",6
"92","-12.67",3
"91","0.11",6
"116","-2.33",6
"216","-10.89",2
"244","-5.78",2
"149","-4.22",6
"75","-49.67",5
"147","0",4
"239","-8.78",2
"94","-2.89",4
"191","-15.67",1
"170","-10.89",2
"162","-10.67",2
"236","-8.89",2
"179","-14.33",1
"180","-8.33",1
"60","-30.67",5
"179","-12.44",1
"158","-4.33",7
"162","-6.11",7
"147","-20",7
"57","-33",5
"136","-19.56",3
"192","-19",1
"63","-38.78",5
"141","-0.11",4
"13","-32.22",5
"173","-20.67",1
"124","-4.67",3
"157","-13.33",2
"102","-12.78",3
"44","-31.78",5
"111","0.89",6
"118","3.67",6
"105","-13.56",7
"80","-9.44",4
"234","-5.22",2
"111","5.22",6
"232","-6.78",2
"184","-8.78",1
"210","-7.56",2
"183","-8.44",1
"19","-21.56",7
"221","-5.67",2
"159","-4.56",7
"193","-23.22",1
"190","-14",1
"120","-25.56",3
"110","-18.89",4
"21","-27.56",5
"83","-18.11",7
"110","-13.22",4
"61","-0.89",6
"201","-13.56",1
"181","-14.56",2
"187","-15.11",1
"126","5",6
"116","-5.22",3
"194","-22",1
"147","-1.11",6
"120","-13.56",7
"30","-6.78",4
"138","-16.56",7
"63","-3.78",6
"115","-19.11",4
"71","-32.22",5
"235","-10",2
"32","-19.56",5
"162","-19",1
"141","-8.44",3
"19","-26.78",5
"121","-10.78",7
"122","5.11",6
"158","-12.78",7
"218","-9",2
"240","-9.78",2
"83","-12.56",4
"130","-16.78",7
"126","-16.44",7
"186","-11.56",1
"215","-17.78",2
"114","0.44",6
"190","-12.67",2
"129","5.33",6
"156","-19.11",2
"189","-13.67",1
"152","0",4
"201","-4.67",2
"103","3.78",6
"102","-2.89",6
"158","-4.89",7
"145","4.89",6
"197","-7.22",2
"59","-34.44",5
"194","-10.67",2
"188","-9.22",1
"185","-14.33",1
"41","-20.33",5
"98","-4.22",3
"173","-10.78",2
"117","-7.67",4
"194","-20.33",1
"56","-30.67",5
"239","-8.11",2
"73","-9.22",3
"238","-3.22",2
"102","-8.44",3
"196","-16.44",1
"107","-7",7
"88","0.89",6
"181","-19",1
"117","4",6
"110","-4.67",3
"98","-11.67",7
"90","-22.78",5
"223","-6.22",2
"40","-33.33",5
"182","-9.89",1
"110","-5.11",3
"109","-9.33",3
"231","-10.56",2
"183","-17.67",1
"72","-7.33",6
"89","-2.33",6
"13","-14.11",5
"81","-10.44",7
"25","-43.33",5
"62","-7",4
"47","-43.67",5
"140","-0.78",4
"40","-4.56",6
"24","-29.89",5
"103","-14.56",7
"163","-18.67",1
"124","-2.78",3
"144","-3.44",3
"65","-12.11",7
"36","-20.22",5
"88","-5.44",6
"101","-0.22",6
"94","-6.44",3
"134","5.33",6
"61","-7.67",4
"161","-16.44",1
"115","-7.22",3
"130","4.67",6
"16","-38.11",5
"107","-14.89",4
"133","4",6
"67","-23.22",7
"237","-4.89",2
"168","-12.67",2
"40","-30.56",5
"40","-31.33",5
"143","-9.89",3
"73","-14.44",7
"92","-1.67",6
"101","-13.22",3
"57","-31.44",5
"89","-11.78",4
"191","-13.56",1
"136","-19.56",3
"193","-11.22",1
"116","-13.33",7
"182","-10.44",1
"134","-15.11",3
"136","-1.78",3
"90","-14.33",4
"49","-7.11",7
"123","-3.56",3
"176","-8.67",2
"219","-10.33",2
"211","-8.56",2
"57","-18.78",7
"191","-23.22",1
"217","-6.44",2
"13","-29",5
"100","-10.44",3
"144","0",4
"105","-7.44",3
"150","0",4
"148","0",4
"62","-27.11",7
"93","-7.33",3
"133","-1.44",3
"181","-7.56",2
"123","-2.89",3
"95","-0.22",6
"87","-24.78",7
"57","-42.67",5
"127","-25.78",3
"216","-11",2
"52","-31.89",5
"160","-13.89",7
"195","-16.67",1
"87","2.67",6
"106","1.33",6
"176","-9.89",2
"115","-2.33",4
"130","-9.44",7
"195","-4.78",2
"120","-8.56",7
"124","-4.67",3
"124","4.33",6
"13","-9.56",4
"57","-43.78",5
"189","-9",1
"161","-18.11",1
"55","-30.67",5
"172","-16.67",2
"46","-41.22",5
"243","-4.11",2
"85","-4",3
"134","-2.56",4
"186","-5.11",2
"25","-29.33",7
"80","-8.22",7
"146","0",3
"115","-6.44",3
"111","-8",3
"26","-41.67",5
"46","-30.11",5
"36","-8.78",4
"177","-12",1
"140","-0.78",4
"203","-18.11",1
"135","-4.22",4
"161","-16.22",1
"124","-6.89",3
"87","-26",3
"17","-32.33",5
"93","-4.44",6
"250","-8",2
"189","-11.33",1
"240","-8.78",2
"135","-1.89",4
"132","-1.11",3
"82","-11.44",3
"41","-5.11",6
"13","-47.67",5
"89","-0.67",4
"134","-3.33",4
"190","-19.33",1
"103","4.56",6
"109","-18.89",3
"197","-19",1
"32","-15.78",7
"195","-9.22",2
"182","-6.67",2
"185","-20.89",1
"116","3.44",6
"75","-2.56",6
"136","-5.33",4
"45","-39.22",5
"24","-20.56",7
"195","-6.56",2
"72","-30.67",5
"121","-3.44",3
"175","-21.33",1
"95","-24.56",7
"196","-18",1
"69","0.67",7
"65","-2.11",6
"13","-20.11",5
"76","-13.44",3
"160","-20.78",2
